Flight,Airline,Registration,Serial Number,Manufacturer,Type,Age,From,To,Height,Date,Location
"EAG13BE","Aer Lingus Regional","G-CMJJ","1324","ATR","72-600","7","MAN","BHD","0","20/05/2023","Manchester Airport"
"U22268","EasyJet","G-UZHM","8405","Airbus","A320-251N","4","GIB","MAN","0","20/05/2023","Manchester Airport"
"AH0544","Air Hamburg","D-BALL","55020133","Embraer","Praetor 600","2","QCS","MAN","0","20/05/2023","Manchester Airport"
"BY2621","TUI","G-TUKM","38097","Boeing","737-8K5","12","ALC","MAN","25","20/05/2023","Manchester Airport"
"GR679","Aurigny Air Services","G-OGFC","1595","ATR","72-600","3","MAN","GCI","0","20/05/2023","Manchester Airport"
"TK1991","Turkish Airlines","TC-LSS","09157","Airbus","A321-271NX","3","IST","MAN","0","20/05/2023","Manchester Airport"
"LS883","Jet2","G-JZBK","63167","Boeing","737-8MG","23","MAN","PSA","0","20/05/2023","Manchester Airport"
"LS884","Jet2","G-LSAC","25488","Boeing","757-23A","30","PSA","MAN","37","20/05/2023","Manchester Airport"
"RK556","Ryanair","G-RUKA","44687","Boeing","737-8AS","8","DUB","MAN","0","20/05/2023","Manchester Airport"
"PTN897","Platoon Aviation","D-CJMS","261","Pilatus","PC-24","1","IBZ","MAN","0","20/05/2023","Manchester Airport"
"KL1075","KLM","PH-EZT","19000519","Embraer","ERJ-190STD","11","AMS","MAN","0","20/05/2023","Manchester Airport"
"FR3724","Ryanair","EI-DHA","33571","Boeing","737-8AS","18","MAN","BVA","0","20/05/2023","Manchester Airport"
"ECA4US","Private Owner","D-CEUS","525C-0233","Cessna","525 Citation CJ4","7","BCN","MAN","0","20/05/2023","Manchester Airport"
"U22163","EasyJet","G-EZBZ","3184","Airbus","A319-111","15","MAN","AMS","0","20/05/2023","Manchester Airport"
"FR2898","Ryanair","9H-QDH","44754","Boeing","737-8AS","6","MAN","VCE","0","20/05/2023","Manchester Airport"
"LS832","Jet2","G-VYGM","1601","Airbus","A330-243","8","PMI","MAN","0","20/05/2023","Manchester Airport"
"OS464","Austrian Airlines","OE-LZD","5299","Airbus","A320-214","10","MAN","VIE","14","20/05/2023","Manchester Airport"
"VS127","Virgin Atlantic","G-VSXY","1195","Airbus","A330-343","12","MAN","JFK","0","20/05/2023","Manchester Airport"
"U2728","EasyJet","G-EZTH","3953","Airbus","A320-214","13","JER","MAN","0","20/05/2023","Manchester Airport"
"SV123","Saudia","HZ-ARH","41551","Boeing","787-9 Dreamliner","5","JED","MAN","0","20/05/2023","Manchester Airport"
"U22139","EasyJet","G-EZUL","5019","Airbus","A320-214","11","MAN","AYT","0","20/05/2023","Manchester Airport"
"FR4117","Ryanair","EI-IFY","67070","Boeing","737 MAX 8-200","0","RMU","MAN","0","20/05/2023","Manchester Airport"
"PC1816","Pegasus","TC-NCG","08863","Airbus","A320-251N","3","MAN","AYT","0","20/05/2023","Manchester Airport"
"FR1155","Ryanair","EI-IFS","67135","Boeing","737 MAX 8-200","0","MAN","BER","0","20/05/2023","Manchester Airport"
"FR8307","Ryanair","SP-RSK","44847","Boeing","737-8AS","4","WRO","MAN","0","20/05/2023","Manchester Airport"
"U22073","EasyJet","G-EZTR","4179","Airbus","A320-214","13","MAN","JTR","2418","20/05/2023","Manchester Airport"
"LS880","Jet2","G-LSAI","24016","Boeing","757-21B","36","ALC","MAN","0","20/05/2023","Manchester Airport"
"U22222","EasyJet","G-UZLF","9103","Airbus","A320-251N","3","SOF","MAN","0","20/05/2023","Manchester Airport"
"LS792","Jet2","G-JZHW","63153","Boeing","737-8MG","6","FCO","MAN","0","20/05/2023","Manchester Airport"
"BY667","TUI","G-TUIH","37229","Boeing","787-8 Dreamliner","8","IBZ","MAN","0","20/05/2023","Manchester Airport"
"PC1180","Pegasus","TC-RBL","10611","Airbus","A321-251NX","1","MAN","SAW","649","20/05/2023","Manchester Airport"
"RK3206","Ryanair","G-RUKA","44687","Boeing","737-8AS","8","MAN","CIA","0","20/05/2023","Manchester Airport"
"FR1592","Ryanair","EI-ENJ","40301","Boeing","737-8AS","12","CGN","MAN","0","20/05/2023","Manchester Airport"
"VS73","Virgin Atlantic","G-VEVE","492","Airbus","A350-1041","1","MAN","MCO","24","20/05/2023","Manchester Airport"
"EK18","Emirates","A6-EUD","216","Airbus","A380-861","7","MAN","DXB","0","20/05/2023","Manchester Airport"
"U22251","EasyJet","G-UZHM","8405","Airbus","A320-251N","4","MAN","HRG","3533","20/05/2023","Manchester Airport"
"FR4006","Ryanair","EI-IFW","62344","Boeing","737 MAX 8-200","0","ALC","MAN","0","20/05/2023","Manchester Airport"
"U22008","EasyJet","G-EZBH","2959","Airbus","A319-111","16","AGP","MAN","0","20/05/2023","Manchester Airport"
"RK3127","Ryanair","G-RUKE","40285","Boeing","737-8AS","12","RAK","MAN","0","20/05/2023","Manchester Airport"
"LS1767","Jet2","G-LSAN","26635","Boeing","757-2K2","29","MAN","TFS","0","20/05/2023","Manchester Airport"
"FR3203","Ryanair","EI-DLG","33589","Boeing","737-8AS","17","RZE","MAN","0","20/05/2023","Manchester Airport"
"FR8308","Ryanair","SP-RSK","44847","Boeing","737-8AS","4","MAN","WRO","0","20/05/2023","Manchester Airport"
"FR2821","Ryanair","EI-ENJ","40301","Boeing","737-8AS","12","MAN","CHQ","0","20/05/2023","Manchester Airport"
"FR2822","Ryanair","EI-EGA","38490","Boeing","737-8AS","13","CHQ","MAN","0","27/05/2023","Chania International Airport"
"BAW666T","British Airways","G-TTNL","9585","Airbus","A320-251N","3","LHR","CHQ","0","27/05/2023","Chania International Airport"
"EZY52TE","EasyJet","G-EJCC","6004","Airbus","A320-214","9","LGW","CHQ","0","27/05/2023","Chania International Airport"
"BAW667","British Airways","G-TTNL","9585","Airbus","A320-251N","3","CHQ","LHR","0","27/05/2023","Chania International Airport"
"SEH25A","Sky Express","SX-ELV","1643","ATR","72-600","3","ATH","CHQ","0","27/05/2023","Chania International Airport"
"AEE15Z","Aegean Airlines","SX-NAC","10189","Airbus","A321-271NX","2","ATH","CHQ","0","27/05/2023","Chania International Airport"
"RYR8BG","Malta Air","9H-VUD","65878","Boeing","737 MAX 8-200","2","MLA","CHQ","0","27/05/2023","Chania International Airport"
"EZY62MT","EasyJet","G-EJCC","6004","Airbus","A320-214","9","CHQ","LGW","0","27/05/2023","Chania International Airport"
"EWG12TF","Eurowings","D-AEWH","7513","Airbus","A320-214","6","CHQ","STR","0","27/05/2023","Chania International Airport"
"SAS2819","SAS","OY-KAM","2911","Airbus","A320-232","16","CPH","CHQ","0","27/05/2023","Chania International Airport"
"FR7403","Malta Air","9H-VUD","65878","Boeing","737 MAX 8-200","2","CHQ","MLA","0","27/05/2023","Chania International Airport"
"RYR7LM","Ryanair","EI-EGA","38490","Boeing","737-8AS","13","MAN","CHQ","0","27/05/2023","Chania International Airport"
"SK2820","SAS","OY-KAM","2911","Airbus","A320-232","16","CHQ","CPH","0","27/05/2023","Chania International Airport"
"CFG9LF","Condor","D-ATCF","5843","Airbus","A321-211","9","CHQ","FRA","0","27/05/2023","Chania International Airport"
"NOZ8UD","Norwegian","LN-NII","43877","Boeing","737-8JP","8","CHQ","OSL","0","27/05/2023","Chania International Airport"
"TOM7NT","TUI","G-TUMA","44593","Boeing","737 MAX 8","4","LGW","CHQ","0","27/05/2023","Chania International Airport"
"CFG4PK","Condor","LY-NRU","03596","Airbus","A320-214","14","CHQ","DUS","600","27/05/2023","Chania International Airport"
"AUA89","Austrian Airlines","OE-LPA","28698","Boeing","777-2Z9(ER)","25","VIE","EWR","36000","30/05/2023","Abingdon"
"DLH400","Lufthansa","D-AIHW","0972","Airbus","A340-642","14","FRA","JFK","36000","30/05/2023","Abingdon"
"AMX025","Aeromexico","N438AM","43862","Boeing","787-9 Dreamliner","6","MEX","AMS","40975","30/05/2023","Abingdon"
"AFR069","Air France","F-GSQY","35678","Boeing","777-328(ER)","16","LAX","CDG","37000","30/05/2023","Abingdon"
"DLH428","Lufthansa","D-AIXQ","427","Airbus","A350-941","2","MUC","CLT","39000","30/05/2023","Abingdon"
"KLM791","KLM","PH-BVF","39972","Boeing","777-306(ER)","12","AMS","GRU","30000","30/05/2023","Abingdon"
"DL80","Delta Air Lines","N827NW","1716","Airbus","A330-302","7","SEA","CDG","37000","30/05/2023","Abingdon"
"BY2229","TUI","G-TUIB","34423","Boeing","787-8 Dreamliner","10","PMI","MAN","35975","30/05/2023","Abingdon"
"OR355","TUI","OO-LOE","36426","Boeing","787-8 Dreamliner","8","AMS","CUR","38000","30/05/2023","Abingdon"
"RJ263","Royal Jordanian","JY-BAC","37167","Boeing","787-8 Dreamliner","8","AMM","ORD","38000","01/06/2023","Abingdon"
"FR6655","Ryanair","EI-IGO","62350","Boeing","737 MAX 8-200","0","BOD","EDI","38000","01/06/2023","Abingdon"
"RJA261G","Royal Jordanian","JY-BAH","37985","Boeing","787-8 Dreamliner","6","AMM","JFK","39975","01/06/2023","Abingdon"
"AF77","Air France","F-GSPE","29006","Boeing","777-228(ER)","24","LAX","CDG","39000","01/06/2023","Abingdon"
"OR377","TUI","OO-LOE","36426","Boeing","787-8 Dreamliner","8","AMS","CUR","38000","01/06/2023","Abingdon"
"UC1514","LATAM Cargo","CC-CXK","37802","Boeing","767-316(ER)(BCF)","13","MIA","BRU","37000","01/06/2023","Abingdon"
"CV6374","Cargolux","LX-RCV","30400","Boeing","747-4R7(F)","23","ATL","LUX","37000","01/06/2023","Abingdon"
"UA47","United Airlines","N78009","29479","Boeing","777-224(ER)","23","FRA","IAH","34000","01/06/2023","Abingdon"
"BY1451","TUI","G-TUIA","34422","Boeing","787-8 Dreamliner","10","PMI","GLA","42975","01/06/2023","Abingdon"
"5X223","UPS","N626UP","65781","Boeing","747-8F","2","SDF","CGN","35000","01/06/2023","Abingdon"
"AF6733","Air France Cargo","F-GUOB","32965","Boeing","777-F28","14","PIK","CDG","41000","01/06/2023","Abingdon"
"TK81","Turkish Airlines","TC-LNG","1718","Airbus","A330-303","6","IST","BOS","36000","01/06/2023","Abingdon"
"LH474","Lufthansa","D-AIVA","228","Airbus","A350-941","4","MUC","YUL","40000","01/06/2023","Abingdon"
"U22002","EasyJet","G-EZUS","5104","Airbus","A320-214","11","BCN","MAN","36000","01/06/2023","Abingdon"
"UA761","United Airlines","N17963","37812","Boeing","787-9 Dreamliner","7","MUC","DEN","35975","01/06/2023","Abingdon"
"AC849","Air Canada","C-FVLX","38356","Boeing","737-8AS","16","FRA","YYC","34000","02/06/2023","Abingdon"
"BY1526","Sunwing Airlines","C-GLRN","41353","Boeing","737-8SH","6","BFS","CFY","37000","02/06/2023","Abingdon"
"LH984","Lufthansa","D-ACNC","15236","Mitsubishi","CRJ-900LR","14","FRA","ORK","36000","02/06/2023","Abingdon"
"SAZ55","Swiss","HB-JWA","6092","Bombardier","Challenger 650","7","YUL","ZRH","40976","02/06/2023","Abingdon"
"KL1087","KLM","PH-EXG","17000546","Embraer","ERJ-175STD","6","AMS","ORK","38000","02/06/2023","Abingdon"
"EI238","Aer Lingus","EI-DEF","2256","Airbus","A320-214","19","DUB","LGW","15000","02/06/2023","Abingdon"
"FR4519","Ryanair","EI-EMK","38512","Boeing","737-8AS","13","ATH","DUB","38000","02/06/2023","Abingdon"
"JU500","AirSERBIA","YU-ARB","0973","Airbus","A330-243","15","BEG","JFK","38000","02/06/2023","Abingdon"
"EXS0497","Jet2","G-JZBU","35706","Boeing","737-85P","15","EMA","NAP","35000","02/06/2023","Abingdon"
"FR9489","Ryanair","EI-HGG","62316","Boeing","737 MAX 8-200","2","EMA","PMI","27850","02/06/2023","Abingdon"
"TK33","Turkish Airlines","TC-LJB","44124","Boeing","777-3F2(ER)","7","IST","IAH","32000","02/06/2023","Abingdon"
"U2848","EasyJet","G-EZBV","3122","Airbus","A319-111","16","INV","LGW","15000","02/06/2023","Abingdon"
"TK35","Turkish Airlines","TC-LGD","442","Airbus","A350-941","2","IST","YUL","38000","02/06/2023","Abingdon"
"4Y74","Eurowings Discover","D-AXGF","0616","Airbus","A330-203","19","FRA","YHZ","38000","02/06/2023","Abingdon"
"LH474","Lufthansa","D-AIVD","280","Airbus","A350-941","4","MUC","YUL","38000","02/06/2023","Abingdon"
"LH432","Lufthansa","D-AIGL","0135","Airbus","A340-313","26","FRA","ORD","36000","02/06/2023","Abingdon"
"LH420","Lufthansa","D-AIGX","0354","Airbus","A340-313","22","FRA","BOS","36000","02/06/2023","Abingdon"
"KL1088","KLM","PH-EXG","17000546","Embraer","ERJ-175STD","6","ORK","AMS","37000","02/06/2023","Abingdon"
"FR6604","Ryanair","EI-IFZ","67072","Boeing","737 MAX 8-200","0","IBZ","EDI","38000","02/06/2023","Abingdon"
"AF1487","Air France","F-GUGP","2967","Airbus","A318-111","16","EDI","CDG","38975","02/06/2023","Abingdon"
"DE2116","Condor","D-ANRA","1966","Airbus","A330-941","0","FRA","CUN","36000","02/06/2023","Abingdon"
"LS893","Jet2","G-SUNB","11379","Airbus","A321-251NX","0","MAN","AGP","35275","02/06/2023","Abingdon"
"LS873","Jet2","G-DRTN","32735","Boeing","737-86N","21","MAN","FAO","36000","02/06/2023","Abingdon"
"FR5132","Ryanair","EI-EKX","35030","Boeing","737-8AS","12","BSL","DUB","38000","02/06/2023","Abingdon"
"LX410","Swiss","HB-JBI","50018","Airbus","A220-100","3","GVA","DUB","40000","02/06/2023","Abingdon"
"LS689","Jet2","G-JZBH","63163","Boeing","737-8MG","5","EDI","PMI","37000","02/06/2023","Abingdon"
"U2525","EasyJet","G-EZOA","6412","Airbus","A320-214","8","LPL","JER","33750","02/06/2023","Abingdon"
"FX5124","FedEx","N850FD","37721","Boeing","777-FS2","13","MEM","CDG","37000","02/06/2023","Abingdon"
"FR3881","Ryanair","EI-IHA","67081","Boeing","737 MAX 8-200","0","DBV","DUB","38000","02/06/2023","Abingdon"
"U2828","EasyJet","G-EZFI","3888","Airbus","A319-111","14","BFS","LGW","15000","02/06/2023","Abingdon"
"FR5581","Ryanair","EI-HGY","65887","Boeing","737 MAX 8-200","1","ALC","EDI","39000","02/06/2023","Abingdon"
"FR1175","Ryanair","EI-GXM","44858","Boeing","737-8AS","4","MAN","OPO","34725","02/06/2023","Abingdon"
"FR4027","Ryanair","EI-DWM","36080","Boeing","737-8AS","15","MAN","ALC","35025","02/06/2023","Abingdon"
"BY7596","Sunwing Airlines","C-GBZS","420053","Boeing","737-8SH","7","BHX","LCA","21325","02/06/2023","Abingdon"
"FR1173","Ryanair","SP-RSM","44791","Boeing","737-8AS","6","WRO","SNN","38000","02/06/2023","Abingdon"
"EK163","Emirates","A6-ENE","35603","Boeing","777-31H(ER)","10","DXB","DUB","36000","02/06/2023","Abingdon"
"LH416","Lufthansa","D-AIKK","0896","Airbus","A330-343","15","FRA","IAD","36000","03/06/2023","Abingdon"
"DE2199","Condor","D-ABUE","26984","Boeing","767-330(ER)","30","VRA","FRA","37000","03/06/2023","Abingdon"
"UA52","United Airlines","N658UA","27113","Boeing","767-322(ER)","30","IAD","ZRH","37000","03/06/2023","Abingdon"
"4Y64","Finnair","D-AIKH","0648","Airbus","A330-343","18","FRA","TPA","36000","03/06/2023","Abingdon"
"UA951","United Airlines","N2534U","62645","Boeing","777-322(ER)","6","BRU","IAD","32000","03/06/2023","Abingdon"
"TN7","Air Tahiti Nui","F-ONUI","42116","Boeing","787-9 Dreamliner","4","CDG","LAX","35975","03/06/2023","Abingdon"
"DL290","Delta Air Lines","N418DX","2010","Airbus","A330-941","1","LAX","CDG","39000","03/06/2023","Abingdon"
"FR1454","Ryanair","EI-DYR","37513","Boeing","737-8AS","15","DUB","MXP","37000","03/06/2023","Abingdon"
"TK30","Turkish Airlines","TC-JNR","1311","Airbus","A330-343","10","EWR","IST","39000","03/06/2023","Abingdon"
"BY1607","TUI","G-TUMP","44616","Boeing","737 MAX 8","1","REU","GLA","38000","03/06/2023","Abingdon"
"OS89","Austrian Airlines","OE-LFC","29313","Boeing","777-2Z9(ER)","21","VIE","EWR","36000","03/06/2023","Abingdon"
"DE2016","Condor","D-AIYB","852","Airbus","A330-243","16","FRA","JFK","38000","03/06/2023","Abingdon"
"VCG3EG","Catreus","G-OOEG","20733","Bombardier","Challenger 350","5","LBA","FAB","11000","03/06/2023","Abingdon"
"AC837","Air Canada","C-GKUH","1156","Airbus","A330-343","12","MUC","YYZ","36000","03/06/2023","Abingdon"
"QR17","Qatar Airways","A7-BCN","38332","Boeing","787-8 Dreamliner","8","DOH","DUB","43000","03/06/2023","Abingdon"
"AC845","Air Canada","C-FGFZ","37172","Boeing","787-9 Dreamliner","7","FRA","YUL","36000","03/06/2023","Abingdon"
"CFE15X","British Airways","G-LCYR","19000563","Embraer","E190SR","11","ALC","GLA","36000","03/06/2023","Abingdon"
"LH499","Lufthansa","D-ABYD","37829","Boeing","747-830","10","MEX","FRA","37000","03/06/2023","Abingdon"
"EI805","Aer Lingus","EI-DEK","2399","Airbus","A320-214","18","DBV","DUB","36000","03/06/2023","Abingdon"
"U2527","EasyJet","G-EZFV","4327","Airbus","A319-111","13","LPL","JER","33025","03/06/2023","Abingdon"
"ICV87X","Cargolux","LX-VCH","35821","Boeing","747-8R7(F)","10","JFK","LUX","41000","03/06/2023","Abingdon"
"LS120","Jet2","G-JZHT","63150","Boeing","737-8MG","6","IBZ","GLA","36000","03/06/2023","Abingdon"
"U2826","EasyJet","G-EZGE","4624","Airbus","A319-111","12","BFS","LGW","15000","03/06/2023","Abingdon"
"4Y50","Finnair","D-AIKE","0636","Airbus","A330-343","18","FRA","PHL","36000","03/06/2023","Abingdon"
"LH422","Lufthansa","D-AIGS","0297","Airbus","A340-313","23","FRA","BOS","35977","03/06/2023","Abingdon"
"BY2678","TUI","G-TUMK","44605","Boeing","737 MAX 8","4","MAN","IBZ","32192","03/06/2023","Abingdon"
"LX40","Swiss","HB-JNI","62754","Boeing","777-3DE(ER)","5","ZRH","LAX","34000","03/06/2023","Abingdon"
"LX38","Swiss","HB-JND","44585","Boeing","777-3DE(ER)","6","ZRH","SFO","32000","03/06/2023","Abingdon"
"LX8","Swiss","HB-JNH","62753","Boeing","777-3DE(ER)","5","ZRH","ORD","32000","03/06/2023","Abingdon"
"TK31","Turkish Airlines","TC-LGC","435","Airbus","A350-941","2","IST","ATL","38000","03/06/2023","Abingdon"
"AC881","Air Canada","C-GHLM","0419","Airbus","A330-343","21","ZRH","YYZ","36000","03/06/2023","Abingdon"
"AF85","Air France","F-GSPG","27609","Boeing","777-228(ER)","24","SFO","CDG","39000","03/06/2023","Abingdon"
"TK77","Turkish Airlines","TC-LLU","65819","Boeing","787-9 Dreamliner","0","IST","MIA","36000","03/06/2023","Abingdon"
"FR1965","Ryanair","EI-DHX","33585","Boeing","737-8AS","17","EIN","DUB","40000","03/06/2023","Abingdon"
"EK210","Emirates","A6-EPY","42344","Boeing","777-31H(ER)","6","EWR","ATH","35000","03/06/2023","Abingdon"
"LH470","Lufthansa","D-ABTL","29872","Boeing","747-430","30","FRA","YYZ","34000","03/06/2023","Abingdon"
"EI441","Aer Lingus","EI-CVA","1242","Airbus","A320-214","23","ATH","DUB","35000","03/06/2023","Abingdon"
"LH478","Lufthansa","D-ABPB","62743","Boeing","787-9 Dreamliner","3","FRA","YUL","37000","03/06/2023","Abingdon"
"BY1679","Sunwing Airlines","C-FWGH","37752","Boeing","737-86J","11","PHI","GLA","38000","03/06/2023","Abingdon"
"AF77","Air France","F-GSPN","29011","Boeing","777-228(ER)","22","LAX","CDG","37000","03/06/2023","Abingdon"
"KL1087","KLM","PH-EXC","19000659","Embraer","ERJ-190STD","9","AMS","ORK","38000","03/06/2023","Abingdon"
"TK5","Turkish Airlines","TC-LJG","44128","Boeing","777-3F2(ER)","7","IST","ORD","32000","03/06/2023","Abingdon"
"LS613","Jet2","OM-JEX","29932","Boeing","737-8AS","21","EMA","FUE","25753","03/06/2023","Abingdon"
"U22275","EasyJet","G-UZHM","8405","Airbus","A320-251N","4","MAN","NBE","35000","03/06/2023","Abingdon"
"FR3441","Ryanair","EI-EGA","38490","Boeing","737-8AS","13","MAN","PMI","36228","03/06/2023","Abingdon"
"LH494","Lufthansa","D-AIXB","080","Airbus","A350-941","6","MUC","YYZ","38000","03/06/2023","Abingdon"
"AF6735","Air France Cargo","F-GUOB","32965","Boeing","777-F28","14","DUB","CDG","37000","03/06/2023","Abingdon"
"LH424","Lufthansa","D-AIMK","146","Airbus","A380-841","9","MUC","BOS","38000","03/06/2023","Abingdon"
"U2848","EasyJet","G-EJCO","05648","Airbus","A320-214","9","INV","LGW","15000","03/06/2023","Abingdon"
"LH412","Lufthansa","D-AIHU","0848","Airbus","A340-642","15","MUC","EWR","36000","03/06/2023","Abingdon"
"FR1746","Ryanair","9H-QCO","44733","Boeing","737-8AS","7","BGY","NOC","38000","03/06/2023","Abingdon"
"CJ4511","British Airways","G-LCYU","19000674","Embraer","E190SR","8","EDI","MAH","37000","03/06/2023","Abingdon"
"FR7355","Ryanair","EI-ENI","40300","Boeing","737-8AS","12","CHQ","DUB","38000","03/06/2023","Abingdon"
"LH2158","Lufthansa","D-AIWA","7681","Airbus","A320-214","6","MUC","DUB","34000","03/06/2023","Abingdon"
"FR6814","Ryanair","EI-DPP","33613","Boeing","737-8AS","16","MAN","MAD","34725","03/06/2023","Abingdon"
"FX5393","FedEx","N855FD","37726","Boeing","777-FS2","12","CGN","MEM","34000","03/06/2023","Abingdon"
"CJ4526","British Airways","G-LCYL","19000346","Embraer","E190SR","13","IBZ","EDI","38000","03/06/2023","Abingdon"
"FR7542","Ryanair","EI-EVG","40292","Boeing","737-8AS","11","MAN","BCN","36800","03/06/2023","Abingdon"
"LH474","Lufthansa","D-AIVC","243","Airbus","A350-941","4","MUC","YUL","40000","03/06/2023","Abingdon"
"FR2326","Ryanair","EI-EBP","37531","Boeing","737-8AS","14","LBA","PMI","37000","03/06/2023","Abingdon"
"LH404","Lufthansa","D-AIGL","0135","Airbus","A340-313","26","FRA","JFK","34000","03/06/2023","Abingdon"
"FR6275","Ryanair","EI-DWY","33638","Boeing","737-8AS","15","BCN","EDI","38000","03/06/2023","Abingdon"
"U23003","EasyJet","G-EZBF","2923","Airbus","A319-111","16","BFS","IBZ","36975","03/06/2023","Abingdon"
"EI515","Aer Lingus","EI-CVB","1394","Boeing","737-8AS","22","MRS","DUB","36000","03/06/2023","Abingdon"
"FR122","Ryanair","EI-DWJ","36077","Boeing","737-8AS","15","DUB","LGW","15000","03/06/2023","Abingdon"
"QR8131","Quatar Cargo","A7-BFQ","66335","Boeing","777-F","3","FRA","ATL","32000","03/06/2023","Abingdon"
"LS139","Jet2","G-DRTI","29639","Boeing","737-8K5","18","GLA","PMI","37000","03/06/2023","Abingdon"
"EI685","Aer Lingus","EI-DVI","3501","Airbus","A320-214","15","GVA","DUB","38000","03/06/2023","Abingdon"
"LH420","Lufthansa","D-AIGV","0325","Airbus","A340-313","23","FRA","BOS","34000","03/06/2023","Abingdon"
"RK6655","Ryanair","G-RUKB","44690","Boeing","737-8AS","9","BOD","EDI","38000","03/06/2023","Abingdon"
"FR9089","Ryanair","EI-IHG","67080","Boeing","737 MAX 8-200","0","LBA","ALC","35000","03/06/2023","Abingdon"
"CFE99K","British Airways","G-LCYS","19000663","Embraer","E190SR","9","IOM","PMI","37000","03/06/2023","Abingdon"
"FR9614","Ryanair","EI-DCM","33807","Boeing","737-8AS","19","FCO","DUB","38000","03/06/2023","Abingdon"
"FR1715","Ryanair","EI-EVA","40288","Boeing","737-8AS","11","CFU","DUB","38000","03/06/2023","Abingdon"
"UA75","United Airlines","N666UA","29238","Boeing","767-322(ER)","24","FRA","EWR","32025","03/06/2023","Abingdon"
"BY1678","Sunwing Airlines","C-FWGH","37752","Boeing","737-86J","11","GLA","PMI","37000","03/06/2023","Abingdon"
"FR9886","Ryanair","EI-DPK","33610","Boeing","737-8AS","16","LPL","ALC","35525","03/06/2023","Abingdon"
"FR1953","Ryanair","EI-HES","62306","Boeing","737 MAX 8-200","3","PMI","BHX","16525","03/06/2023","Abingdon"
"U23011","EasyJet","G-EZTB","3843","Airbus","A320-214","14","BFS","PMI","37000","03/06/2023","Abingdon"
"FX8","FedEx","N897FD","42705","Boeing","777-FS2","5","MEM","DXB","35000","03/06/2023","Abingdon"
"3S278","AeroLogic","D-AALB","36002","Boeing","777-FZN","13","BRU","CVG","32000","04/06/2023","Abingdon"
"AZ620","ITA Airways","EI-IFD","338","Airbus","A350-941","3","FCO","LAX","38000","04/06/2023","Abingdon"
"4Y10","Eurowings Discover","D-AIKD","0629","Airbus","A330-343","18","FRA","CUN","36000","04/06/2023","Abingdon"
"FR6267","Ryanair","EI-DCW","33568","Boeing","737-8AS","18","BCN","EDI","38000","04/06/2023","Abingdon"
"UA951","United Airlines","N2748U","64994","Boeing","777-322(ER)","4","BRU","IAD","34000","04/06/2023","Abingdon"
"OS93","Austrian Airlines","OE-LAZ","30331","Boeing","767-3Z9(ER)","24","VIE","IAD","34000","04/06/2023","Abingdon"
"AM25","Aeromexico","XA-ADG","44426","Boeing","787-9 Dreamliner","5","MEX","AMS","37000","04/06/2023","Abingdon"
"AF69","Air France","F-GZNA","35297","Boeing","777-328(ER)","15","LAX","CDG","37000","04/06/2023","Abingdon"
"EI433","Aer Lingus","EI-DEM","2411","Airbus","A320-214","17","LIN","DUB","36000","04/06/2023","Abingdon"
"UA914","United Airlines","N77022","39777","Boeing","777-224(ER)","13","CDG","IAD","34000","04/06/2023","Abingdon"
"UA135","United Airlines","N684UA","33466","Boeing","767-3CB(ER)","20","ZRH","EWR","32000","04/06/2023","Abingdon"
"LH410","Lufthansa","D-AIHV","0897","Airbus","A340-642","14","MUC","JFK","36000","04/06/2023","Abingdon"
"AA715","American Airlines","N814AA","40632","Boeing","787-8 Dreamliner","7","VCE","PHL","36000","04/06/2023","Abingdon"
"BY1723","Sunwing Airlines","C-GLRN","41353","Boeing","737-8SH","6","AGP","BFS","36000","04/06/2023","Abingdon"
"LS190","Jet2","G-JZHT","63150","Boeing","737-8MG","6","PMI","GLA","38468","04/06/2023","Abingdon"
"5X1932","UPS","N576UP","35665","Boeing","747-44A(F)","15","CGN","SDF","32000","04/06/2023","Abingdon"
"3V10","ASL Airlines Belgium","OE-ILC","30762","Boeing","747-409(F)","22","LGG","JFK","34000","04/06/2023","Abingdon"
"FR3780","Ryanair","EI-EBO","35004","Boeing","737-8AS","14","DUB","MAH","35000","04/06/2023","Abingdon"
"FR1024","Ryanair","SP-RKE","44743","Boeing","737-8AS","7","BUD","DUB","38000","04/06/2023","Abingdon"
"U23475","EasyJet","G-EZTG","3946","Airbus","A320-214","14","LPL","CDG","29000","04/06/2023","Abingdon"
"FR2310","Ryanair","EI-IGI","67077","Boeing","737 MAX 8-200","0","LBA","PMI","35000","04/06/2023","Abingdon"
"LS171","Jet2","G-DRTN","32735","Boeing","737-86N","21","MAN","IBZ","32491","04/06/2023","Abingdon"
"LX18","Swiss","HB-JHN","1403","Airbus","A330-343","10","ZRH","EWR","32000","04/06/2023","Abingdon"
"LS785","Jet2","G-LSAE","24135","Boeing","757-27B","35","MAN","PMI","33687","04/06/2023","Abingdon"
"LH402","Lufthansa","D-ABYT","37844","Boeing","747-830","7","FRA","EWR","34000","04/06/2023","Abingdon"
"SI2270","Blue Islands","G-ISLL","0696","ATR","72-500","20","JER","BHX","17025","04/06/2023","Abingdon"
"FR2626","Ryanair","EI-IGG","62348","Boeing","737 MAX 8-200","0","MAN","IBZ","33441","04/06/2023","Abingdon"
"W81896","CargoJet Airways","C-FMIJ","27135","Boeing","767-328(ER)(BDSF)","29","CGN","YHM","32000","04/06/2023","Abingdon"
